V1;V2;V3;V4;V5;V6;V7;V8;V9;V10
-117.24;113200.0;1447.0;12.0;7105.0;B;1333.0;4520.0;32.705;33.93
-117.25;137600.0;1761.0;8.0;10110.0;B;1703.0;5804.0;42.654;33.93
-117.25;124600.0;1914.0;7.0;9812.0;B;1729.0;5595.0;41.482;33.92
-117.23;127200.0;2100.0;9.0;11654.0;B;2127.0;7596.0;40.473;33.91
-117.23;136600.0;2031.0;5.0;11775.0;B;1911.0;6686.0;41.953;33.89
-117.23;114200.0;537.0;8.0;2405.0;B;517.0;1594.0;30.789;33.94
-117.22;117000.0;1026.0;14.0;5104.0;B;972.0;3513.0;32.148;33.93
-117.22;130900.0;2865.0;5.0;16884.0;B;2688.0;9509.0;40.938;33.92
-117.21;152600.0;1468.0;4.0;10002.0;B;1397.0;5439.0;50.223;33.93
-117.16;143500.0;502.0;12.0;3236.0;B;502.0;1610.0;47.568;33.92
-117.22;121500.0;1461.0;8.0;8302.0;B;1370.0;5155.0;40.467;33.9
-117.13;244400.0;239.0;4.0;1611.0;B;84.0;275.0;35.781;33.89
-117.19;143000.0;3366.0;3.0;21060.0;B;2812.0;9623.0;4.189;33.9
-117.22;500001.0;7.0;16.0;56.0;B;14.0;39.0;2.625;33.87
-117.24;136300.0;201.0;8.0;1031.0;B;179.0;606.0;28.194;33.85
-117.17;187500.0;12.0;7.0;77.0;B;15.0;64.0;4.6;33.83
-117.2;161300.0;230.0;14.0;1265.0;B;173.0;621.0;36.618;33.83
-117.23;100000.0;251.0;2.0;1424.0;B;192.0;681.0;40.833;33.83
-117.21;122100.0;805.0;2.0;4198.0;B;673.0;1943.0;39.052;33.82
-117.22;113700.0;1946.0;4.0;9911.0;B;1661.0;5145.0;34.237;33.81
-117.21;97900.0;1758.0;16.0;8476.0;A;1427.0;2711.0;21.848;33.71
-117.2;110100.0;1073.0;8.0;5528.0;A;918.0;1674.0;25.335;33.72
-117.2;98600.0;1079.0;16.0;5373.0;A;933.0;1573.0;19.912;33.72
-117.2;83300.0;920.0;24.0;4210.0;A;829.0;1283.0;20.881;33.71
-117.2;92400.0;1196.0;23.0;6323.0;A;1124.0;1984.0;23.276;33.7
-117.19;83500.0;1256.0;24.0;5783.0;A;1151.0;1990.0;19.014;33.7
-117.19;136400.0;1037.0;3.0;6484.0;A;1074.0;3295.0;45.881;33.69
-117.27;228900.0;4072.0;8.0;26322.0;A;3361.0;9360.0;53.238;33.68
-117.25;113400.0;941.0;10.0;5156.0;A;747.0;2294.0;3.58;33.7
-117.23;125900.0;650.0;10.0;3659.0;A;515.0;1476.0;38.869;33.68
-117.22;117200.0;356.0;12.0;1869.0;A;323.0;1007.0;3.125;33.66
-117.17;177300.0;1187.0;2.0;7401.0;A;839.0;2826.0;41.386;33.66
-117.07;145800.0;187.0;11.0;939.0;B;190.0;557.0;2.375;33.67
-117.11;139600.0;500.0;14.0;2715.0;B;464.0;1540.0;38.036;33.83
-117.11;161200.0;339.0;13.0;1914.0;B;304.0;930.0;41.875;33.78
-117.08;148200.0;293.0;6.0;1771.0;B;279.0;935.0;4.065;33.82
-117.18;169300.0;424.0;7.0;1697.0;B;354.0;808.0;13.417;33.78
-117.11;96100.0;851.0;17.0;4174.0;B;780.0;1845.0;22.618;33.75
-117.16;155400.0;929.0;11.0;4934.0;B;840.0;2508.0;2.625;33.76
-117.22;109200.0;386.0;7.0;1810.0;A;355.0;931.0;25.221;33.74
-117.06;145300.0;565.0;17.0;2813.0;B;488.0;1345.0;25.847;33.78
-117.14;148800.0;756.0;13.0;4496.0;B;695.0;2044.0;32.778;33.81
-117.22;126500.0;920.0;3.0;5284.0;B;729.0;2703.0;40.717;33.8
-117.09;90500.0;426.0;13.0;1974.0;B;408.0;1276.0;1.972;33.71
-117.07;112500.0;960.0;16.0;4928.0;B;853.0;2132.0;27.983;33.72
-117.11;71300.0;1035.0;18.0;4799.0;B;944.0;1966.0;21.182;33.74
-117.15;111500.0;1265.0;2.0;6305.0;B;1152.0;2489.0;31.319;33.7
-117.16;140700.0;454.0;10.0;2381.0;B;477.0;1323.0;26.322;33.73
-117.23;89300.0;759.0;17.0;3318.0;B;673.0;2016.0;22.969;33.79
-117.23;81500.0;703.0;23.0;3465.0;B;607.0;2672.0;19.767;33.78
-117.23;83000.0;496.0;5.0;2108.0;B;461.0;1666.0;2.0;33.77
-117.29;118300.0;804.0;15.0;4173.0;B;713.0;2393.0;24.662;33.83
-117.32;173300.0;576.0;11.0;3196.0;B;552.0;1757.0;40.982;33.8
-117.26;146500.0;922.0;22.0;4249.0;B;846.0;2405.0;21.549;33.81
-117.24;104200.0;1379.0;9.0;6907.0;B;1290.0;3665.0;28.401;33.77
-117.31;129200.0;678.0;19.0;3173.0;A;606.0;2204.0;21.484;33.75
-117.27;101300.0;576.0;16.0;2876.0;A;545.0;1859.0;20.878;33.77
-117.29;110000.0;427.0;19.0;2248.0;A;368.0;1207.0;2.817;33.72
-117.28;114600.0;235.0;11.0;1161.0;A;210.0;640.0;21.667;33.72
-117.39;168700.0;997.0;5.0;6529.0;A;1006.0;3464.0;53.275;33.69
-117.37;123800.0;865.0;8.0;4345.0;A;785.0;2425.0;32.481;33.7
-117.34;154300.0;486.0;10.0;2591.0;A;425.0;1255.0;31.513;33.71
-117.31;157400.0;169.0;9.0;981.0;A;156.0;596.0;31.832;33.67
-117.35;111300.0;236.0;11.0;1229.0;A;190.0;581.0;3.102;33.69
-117.33;100600.0;1003.0;27.0;4376.0;A;870.0;2667.0;19.194;33.67
-117.35;125000.0;107.0;10.0;516.0;A;96.0;282.0;42.788;33.68
-117.38;131800.0;2728.0;9.0;13288.0;A;2350.0;7235.0;3.375;33.67
-117.38;132600.0;2306.0;17.0;10145.0;A;1749.0;4776.0;22.423;33.67
-117.35;109200.0;1535.0;23.0;6859.0;A;1351.0;3405.0;25.395;33.64
-117.29;162200.0;2726.0;7.0;16010.0;A;2426.0;7139.0;38.056;33.63
-117.28;163600.0;928.0;15.0;4573.0;A;832.0;2513.0;26.949;33.66
-117.43;465600.0;62.0;8.0;446.0;A;68.0;188.0;94.356;33.55
-117.36;159300.0;813.0;10.0;4097.0;A;731.0;2082.0;32.258;33.6
-117.25;155600.0;316.0;10.0;1652.0;A;233.0;725.0;35.125;33.65
-117.19;210700.0;265.0;12.0;1481.0;A;243.0;757.0;3.235;33.64
-117.21;150900.0;1324.0;7.0;7722.0;A;1161.0;2975.0;36.273;33.61
-117.2;174300.0;5033.0;2.0;30450.0;A;3197.0;9419.0;45.936;33.58
-117.16;215300.0;428.0;3.0;2744.0;A;366.0;1223.0;47.944;33.61
-117.12;145600.0;431.0;2.0;2569.0;A;388.0;1232.0;43.651;33.61
-117.16;187300.0;3245.0;2.0;20391.0;A;2716.0;7132.0;39.443;33.57
-117.16;147500.0;1000.0;4.0;4952.0;A;943.0;2912.0;37.538;33.54
-117.05;347700.0;530.0;5.0;3471.0;A;502.0;1541.0;48.083;33.52
-116.96;392100.0;471.0;9.0;2802.0;B;421.0;1155.0;4.125;33.52
-117.1;307600.0;289.0;6.0;1868.0;A;247.0;750.0;43.833;33.56
-117.02;337200.0;352.0;7.0;1972.0;B;317.0;964.0;3.244;33.6
-116.96;221900.0;167.0;8.0;1003.0;B;140.0;388.0;42.917;33.62
-117.22;493300.0;247.0;5.0;1585.0;A;181.0;510.0;69.136;33.48
-117.19;187500.0;18.0;6.0;108.0;A;17.0;43.0;3.475;33.53
-117.18;500001.0;42.0;13.0;270.0;A;42.0;120.0;6.993;33.51
-117.12;191100.0;4055.0;4.0;21988.0;A;3252.0;8824.0;39.963;33.49
-117.12;212300.0;4957.0;4.0;30401.0;A;4339.0;13251.0;45.841;33.52
-117.15;174200.0;1413.0;4.0;9089.0;A;1243.0;3886.0;46.904;33.45
-116.99;43000.0;410.0;13.0;1614.0;A;270.0;846.0;2.83;33.46
-117.23;183000.0;2269.0;6.0;13724.0;A;1986.0;5860.0;39.617;33.57
-117.27;429000.0;890.0;4.0;6112.0;A;712.0;2088.0;55.351;33.55
-117.32;500001.0;133.0;4.0;966.0;A;92.0;311.0;52.066;33.51
-117.02;134700.0;1579.0;6.0;8278.0;B;1446.0;3062.0;30.043;33.71
-116.91;189700.0;1164.0;19.0;6807.0;B;1055.0;2703.0;31.591;33.71
-116.89;201300.0;316.0;15.0;2094.0;B;277.0;937.0;53.623;33.73
-116.95;173900.0;178.0;11.0;1183.0;B;147.0;543.0;44.792;33.68
-116.9;93800.0;149.0;15.0;652.0;B;97.0;248.0;21.071;33.65
-116.92;143800.0;89.0;18.0;397.0;B;80.0;239.0;28.125;33.63
-116.99;97800.0;3474.0;13.0;16148.0;B;3232.0;6159.0;19.961;33.73
-116.9;127900.0;426.0;14.0;2281.0;B;430.0;894.0;23.712;33.74
-116.95;85800.0;573.0;19.0;2238.0;B;507.0;1190.0;20.714;33.75
-116.95;109500.0;1096.0;23.0;4676.0;B;1057.0;2770.0;17.847;33.75
-116.93;121500.0;1148.0;14.0;6027.0;B;1036.0;3136.0;2.964;33.75
-116.93;112800.0;666.0;15.0;3757.0;B;654.0;1693.0;36.806;33.74
-116.95;89400.0;431.0;20.0;2233.0;B;399.0;1024.0;24.554;33.74
-116.96;87000.0;973.0;20.0;4735.0;B;904.0;2306.0;3.069;33.73
-116.95;94500.0;810.0;21.0;4587.0;B;765.0;2233.0;32.371;33.73
-116.95;91200.0;405.0;18.0;1996.0;B;400.0;1270.0;27.083;33.74
-116.94;118900.0;445.0;19.0;2901.0;B;475.0;1414.0;46.406;33.74
-116.94;120000.0;851.0;17.0;5160.0;B;781.0;2344.0;37.175;33.73
-116.93;132300.0;573.0;13.0;3603.0;B;515.0;1644.0;40.433;33.73
-116.96;76300.0;757.0;35.0;3269.0;B;705.0;2328.0;25.898;33.75
-116.97;86200.0;628.0;31.0;2712.0;B;629.0;1519.0;1.942;33.74
-116.97;77500.0;965.0;22.0;3740.0;B;824.0;2011.0;13.039;33.75
-116.99;77000.0;2401.0;18.0;9601.0;B;2106.0;4002.0;14.366;33.75
-116.98;85700.0;1062.0;25.0;4952.0;B;1024.0;1589.0;18.446;33.74
-116.97;76900.0;792.0;20.0;3674.0;B;758.0;1498.0;22.161;33.74
-116.96;87600.0;755.0;19.0;3649.0;B;696.0;1717.0;22.115;33.74
-116.94;137600.0;1410.0;14.0;7240.0;B;1240.0;2708.0;24.145;33.77
-117.01;105100.0;903.0;15.0;2873.0;B;659.0;1094.0;18.015;33.75
-116.95;95900.0;1702.0;10.0;6890.0;B;1451.0;3141.0;17.079;33.76
-116.98;107900.0;1309.0;12.0;5829.0;B;1118.0;2711.0;19.707;33.77
-116.99;69400.0;1704.0;12.0;7626.0;B;1554.0;2823.0;21.722;33.76
-117.0;94400.0;1529.0;8.0;5330.0;B;1107.0;2143.0;21.103;33.74
-117.02;112500.0;750.0;14.0;3700.0;B;695.0;1171.0;19.476;33.73
-116.99;113100.0;2007.0;7.0;10352.0;B;1689.0;3559.0;22.925;33.77
-117.02;120700.0;203.0;20.0;1317.0;B;158.0;453.0;28.393;33.76
-116.98;139300.0;472.0;15.0;2228.0;B;350.0;653.0;2.683;33.83
-117.02;108900.0;1335.0;10.0;6317.0;B;1094.0;2625.0;2.3;33.81
-116.95;95300.0;2205.0;8.0;10997.0;B;1949.0;5060.0;21.979;33.79
-116.95;77700.0;546.0;20.0;2399.0;B;542.0;1726.0;18.845;33.79
-116.96;83000.0;691.0;21.0;2990.0;B;660.0;2108.0;20.135;33.79
-116.97;74800.0;606.0;24.0;2680.0;B;527.0;1728.0;2.535;33.78
-116.95;74000.0;804.0;24.0;3409.0;B;739.0;1939.0;17.303;33.78
-116.89;56700.0;130.0;12.0;701.0;B;110.0;434.0;20.577;33.79
-116.87;130800.0;761.0;5.0;4116.0;B;717.0;1714.0;25.612;33.76
-116.88;140000.0;623.0;20.0;3111.0;B;508.0;1000.0;15.982;33.74
-116.89;81700.0;538.0;23.0;2719.0;B;485.0;930.0;20.154;33.75
-116.91;123400.0;2127.0;13.0;10886.0;B;1955.0;4266.0;23.169;33.75
-116.86;170700.0;443.0;13.0;2604.0;B;417.0;978.0;2.933;33.73
-117.04;104900.0;781.0;25.0;3750.0;B;785.0;1594.0;24.167;34.0
-117.06;94400.0;326.0;33.0;1575.0;B;282.0;879.0;25.357;34.0
-117.04;132100.0;852.0;21.0;4624.0;B;812.0;2174.0;35.255;34.0
-116.99;195900.0;658.0;22.0;4227.0;B;619.0;1849.0;47.356;33.99
-117.01;118800.0;886.0;18.0;4775.0;B;836.0;1868.0;23.355;33.97
-116.95;116300.0;974.0;14.0;5320.0;B;843.0;1947.0;31.393;33.97
-116.97;112100.0;1222.0;12.0;5876.0;B;1151.0;2992.0;24.322;33.96
-117.11;149000.0;312.0;25.0;1254.0;B;301.0;715.0;27.344;33.98
-117.02;105200.0;367.0;5.0;1822.0;B;313.0;798.0;28.783;33.95
-117.03;187500.0;11.0;6.0;78.0;B;10.0;27.0;3.125;33.89
-116.96;81900.0;497.0;22.0;1999.0;B;479.0;1304.0;14.063;33.94
-116.99;147500.0;69.0;26.0;503.0;B;59.0;293.0;37.083;33.92
-116.86;58000.0;131.0;11.0;658.0;B;120.0;376.0;23.977;33.97
-116.79;90000.0;68.0;16.0;319.0;B;67.0;212.0;14.688;33.99
-116.77;63000.0;525.0;19.0;2307.0;B;437.0;1266.0;16.875;33.92
-116.81;81800.0;469.0;17.0;2009.0;B;381.0;820.0;13.286;33.9
-116.89;146300.0;1238.0;2.0;6900.0;B;980.0;1950.0;30.417;33.86
-116.95;55000.0;2.0;1.0;6.0;B;2.0;8.0;1.625;33.86
-116.86;91100.0;118.0;18.0;521.0;B;74.0;174.0;27.788;33.84
-116.98;89800.0;640.0;27.0;3459.0;B;654.0;1760.0;34.545;33.94
-116.98;73200.0;498.0;40.0;2277.0;B;453.0;1391.0;19.472;33.93
-116.97;91200.0;632.0;29.0;3197.0;B;603.0;1722.0;30.432;33.94
-116.97;73200.0;722.0;29.0;2793.0;B;626.0;1583.0;1.424;33.93
-116.98;68300.0;83.0;33.0;376.0;B;88.0;267.0;21.581;33.93
-116.9;98600.0;672.0;30.0;3915.0;B;643.0;1820.0;36.339;33.98
-116.93;95600.0;1594.0;13.0;7804.0;B;1469.0;3297.0;20.549;33.93
-116.89;72600.0;916.0;29.0;4549.0;B;912.0;2494.0;20.976;33.93
-116.88;55000.0;429.0;37.0;1495.0;B;342.0;865.0;12.188;33.93
-116.9;71800.0;738.0;34.0;3183.0;B;647.0;1820.0;22.321;33.93
-116.91;193800.0;100.0;18.0;553.0;B;82.0;215.0;5.5;34.0
-116.87;73400.0;906.0;35.0;4448.0;B;843.0;2736.0;2.218;33.94
-116.87;54600.0;812.0;32.0;3141.0;B;721.0;2589.0;14.556;33.93
-116.87;73100.0;361.0;37.0;1858.0;B;310.0;1632.0;27.536;33.91
-116.89;81000.0;621.0;10.0;2653.0;B;598.0;1967.0;26.643;33.92
-116.75;143400.0;1070.0;16.0;5277.0;B;276.0;657.0;33.333;33.83
-116.8;100000.0;63.0;35.0;324.0;B;39.0;158.0;34.167;33.8
-116.71;150500.0;2161.0;25.0;10665.0;B;852.0;1874.0;30.625;33.75
-116.68;161100.0;711.0;21.0;3460.0;B;255.0;658.0;35.882;33.71
-116.74;214300.0;661.0;11.0;2385.0;B;242.0;682.0;29.141;33.62
-116.8;163500.0;145.0;3.0;830.0;B;104.0;272.0;38.281;33.52
-116.89;137500.0;219.0;14.0;1016.0;B;169.0;443.0;28.071;33.48
-116.87;128100.0;265.0;12.0;1153.0;B;195.0;446.0;3.038;33.57
-116.72;122900.0;682.0;13.0;3166.0;B;475.0;1250.0;2.355;33.56
-116.48;115300.0;272.0;8.0;1294.0;B;199.0;457.0;29.167;33.61
-116.57;345500.0;82.0;10.0;489.0;B;74.0;183.0;62.702;33.64
-116.76;173400.0;268.0;6.0;1251.0;B;216.0;544.0;30.694;33.46
-116.42;103100.0;48.0;26.0;186.0;B;39.0;102.0;25.625;33.51
-116.6;113500.0;827.0;16.0;3730.0;B;592.0;1346.0;2.183;33.49
-116.69;155700.0;255.0;13.0;1187.0;B;179.0;442.0;19.107;33.5
-116.39;74400.0;2257.0;15.0;11115.0;B;1653.0;4122.0;27.219;33.82
-116.71;66300.0;109.0;12.0;549.0;B;90.0;209.0;30.208;33.94
-116.51;61000.0;306.0;21.0;1284.0;B;233.0;537.0;1.95;33.89
-116.61;68100.0;71.0;35.0;321.0;B;61.0;157.0;28.056;33.93
-116.57;50000.0;166.0;29.0;551.0;B;107.0;224.0;11.917;33.94
-116.57;76600.0;67.0;20.0;260.0;B;50.0;69.0;35.208;34.0
-116.44;88400.0;1266.0;17.0;5293.0;B;599.0;1201.0;16.849;33.93
-116.36;78500.0;3098.0;11.0;12557.0;B;1232.0;2453.0;17.844;33.88
-116.52;89600.0;754.0;13.0;3921.0;B;665.0;1902.0;33.616;33.97
-116.51;61100.0;1395.0;16.0;4913.0;B;1132.0;2518.0;14.665;33.96
-116.53;68200.0;648.0;18.0;2990.0;B;532.0;1280.0;2.625;33.95
-116.5;66600.0;1882.0;10.0;7249.0;B;1621.0;4274.0;16.983;33.95
-116.51;66000.0;780.0;12.0;3369.0;B;584.0;1315.0;17.388;33.94
-116.48;89400.0;300.0;11.0;1381.0;B;248.0;644.0;23.382;33.96
-116.47;85200.0;471.0;18.0;2233.0;B;388.0;919.0;32.578;33.94
-116.48;81000.0;913.0;10.0;3254.0;B;486.0;923.0;1.8;33.94
-116.5;146400.0;868.0;5.0;4332.0;B;567.0;1420.0;40.417;33.98
-116.51;100000.0;193.0;16.0;980.0;B;185.0;454.0;40.729;33.84
-116.63;71000.0;364.0;22.0;1540.0;B;268.0;610.0;15.227;33.89
-116.52;130400.0;859.0;17.0;4465.0;B;445.0;853.0;36.875;33.84
-116.54;70400.0;1035.0;16.0;3648.0;B;581.0;1687.0;19.167;33.87
-116.57;230200.0;1652.0;18.0;7962.0;B;921.0;2009.0;33.897;33.84
-116.53;110900.0;2186.0;16.0;10077.0;B;1337.0;3048.0;29.647;33.85
-116.55;500001.0;562.0;28.0;2992.0;B;346.0;676.0;57.613;33.84
-116.53;159000.0;1839.0;28.0;8399.0;B;1340.0;3470.0;25.885;33.84
-116.52;112500.0;1444.0;13.0;7559.0;B;1105.0;3189.0;34.886;33.85
-116.5;87500.0;85.0;16.0;343.0;B;14.0;29.0;21.042;33.82
-116.49;65900.0;636.0;27.0;3316.0;B;532.0;2362.0;29.569;33.82
-116.52;145200.0;2315.0;21.0;10227.0;B;1734.0;3623.0;25.212;33.82
-116.54;115600.0;2501.0;12.0;9482.0;B;1300.0;2725.0;15.595;33.82
-116.56;321900.0;399.0;36.0;1765.0;B;264.0;451.0;26.083;33.83
-116.48;90000.0;615.0;15.0;3004.0;B;210.0;437.0;36.667;33.8
-116.5;94800.0;1229.0;26.0;5032.0;B;1183.0;3086.0;25.399;33.81
-116.52;162200.0;2552.0;12.0;12396.0;B;1265.0;2548.0;34.394;33.81
-116.54;124100.0;1714.0;31.0;6814.0;B;1341.0;2628.0;21.176;33.81
-116.54;199400.0;1217.0;24.0;6087.0;B;833.0;1721.0;31.493;33.81
-116.49;148900.0;1875.0;13.0;8789.0;B;688.0;1274.0;37.396;33.8
-116.54;183900.0;1387.0;22.0;6050.0;B;890.0;1432.0;22.216;33.8
-116.57;301600.0;547.0;25.0;2616.0;B;343.0;581.0;31.364;33.76
-116.5;248100.0;1074.0;20.0;4810.0;B;740.0;1304.0;2.25;33.69
-116.54;235600.0;1780.0;18.0;9374.0;B;919.0;1678.0;39.737;33.79
-116.53;220500.0;463.0;18.0;2547.0;B;214.0;411.0;25.489;33.78
-116.53;125200.0;763.0;5.0;4423.0;B;667.0;1906.0;46.855;33.88
-116.48;137500.0;1371.0;5.0;5480.0;B;485.0;1050.0;17.204;33.84
-116.48;145200.0;2020.0;14.0;9425.0;B;1000.0;1711.0;26.298;33.79
-116.47;142500.0;1512.0;3.0;9169.0;B;1270.0;3838.0;43.111;33.84
-116.46;104200.0;920.0;6.0;4863.0;B;828.0;3010.0;39.508;33.82
-116.47;90900.0;2481.0;7.0;10105.0;B;2095.0;6274.0;24.497;33.81
-116.46;136400.0;1487.0;10.0;6960.0;B;661.0;1130.0;21.411;33.79
-116.43;115100.0;1343.0;8.0;6710.0;B;781.0;2069.0;35.223;33.81
-116.42;285000.0;1260.0;12.0;7095.0;B;570.0;1179.0;49.444;33.79
-116.43;232100.0;712.0;17.0;4293.0;B;464.0;1091.0;61.437;33.78
-116.45;134600.0;992.0;16.0;5228.0;B;639.0;1177.0;30.859;33.78
-116.42;341700.0;2837.0;14.0;16921.0;B;1262.0;2524.0;76.281;33.76
-116.4;259200.0;500.0;8.0;3059.0;B;208.0;612.0;68.729;33.78
-116.45;99100.0;1206.0;9.0;5534.0;B;1008.0;2283.0;36.161;33.8
-116.36;239300.0;4522.0;6.0;24121.0;B;2221.0;4176.0;33.799;33.78
-116.38;194500.0;3479.0;7.0;17579.0;B;1820.0;3581.0;4.084;33.74
-116.33;158500.0;3923.0;5.0;19107.0;B;1376.0;2880.0;4.036;33.75
-116.31;131900.0;2508.0;19.0;12467.0;B;1761.0;4086.0;32.846;33.73
-116.46;55000.0;414.0;25.0;1137.0;B;240.0;604.0;13.801;33.78
-116.46;83000.0;745.0;33.0;2565.0;B;638.0;2301.0;25.477;33.78
-116.47;122500.0;767.0;26.0;4300.0;B;669.0;1557.0;44.107;33.77
-116.47;113600.0;441.0;27.0;1781.0;B;340.0;759.0;33.162;33.78
-116.38;134500.0;2405.0;10.0;11836.0;B;1570.0;3811.0;40.079;33.73
-116.37;121300.0;1859.0;17.0;8626.0;B;1337.0;3497.0;3.312;33.72
-116.39;128000.0;1618.0;19.0;7646.0;B;1075.0;2496.0;35.569;33.72
-116.38;258100.0;2460.0;17.0;12509.0;B;1423.0;2737.0;45.556;33.71
-116.39;238800.0;2007.0;10.0;11659.0;B;1083.0;2186.0;69.833;33.69
-116.37;152300.0;1355.0;19.0;6190.0;B;1043.0;2242.0;30.021;33.72
-116.44;97500.0;1110.0;18.0;4872.0;B;656.0;955.0;22.439;33.77
-116.43;500001.0;438.0;24.0;2596.0;B;237.0;473.0;37.727;33.75
-116.44;403300.0;249.0;5.0;846.0;B;67.0;117.0;79.885;33.74
-116.41;168800.0;476.0;25.0;2475.0;B;387.0;910.0;33.639;33.74
-116.41;177800.0;893.0;17.0;4289.0;B;440.0;958.0;24.659;33.74
-116.42;138300.0;782.0;15.0;3895.0;B;529.0;900.0;22.208;33.68
-116.37;318100.0;1542.0;7.0;8806.0;B;448.0;858.0;78.005;33.69
-116.33;353100.0;2000.0;11.0;12327.0;B;1139.0;2450.0;74.382;33.72
-116.29;231300.0;842.0;12.0;5048.0;B;391.0;883.0;56.918;33.67
-116.3;137500.0;481.0;10.0;2387.0;B;304.0;863.0;28.882;33.68
-116.31;93400.0;410.0;15.0;2214.0;B;350.0;1152.0;29.187;33.67
-116.31;91800.0;851.0;11.0;4686.0;B;731.0;2466.0;33.333;33.67
-116.31;98000.0;831.0;7.0;4497.0;B;713.0;2248.0;36.354;33.66
-116.31;102600.0;558.0;8.0;3079.0;B;474.0;1572.0;45.938;33.65
-116.26;105800.0;1827.0;10.0;9404.0;B;1283.0;3208.0;31.086;33.72
-116.25;92900.0;444.0;5.0;1664.0;B;374.0;907.0;27.667;33.69
-116.22;124700.0;849.0;9.0;3861.0;B;401.0;825.0;32.833;33.7
-116.24;96700.0;595.0;9.0;1961.0;B;275.0;966.0;38.125;33.76
-116.29;199300.0;2555.0;6.0;12991.0;B;1926.0;4571.0;47.195;33.74
-116.29;167400.0;760.0;5.0;3584.0;B;470.0;1097.0;31.771;33.72
-116.25;67500.0;187.0;24.0;880.0;B;169.0;507.0;34.583;33.81
-116.25;50000.0;91.0;33.0;278.0;B;81.0;375.0;2.025;33.75
-116.24;93400.0;1039.0;25.0;5236.0;B;935.0;2725.0;3.775;33.72
-116.24;95000.0;2224.0;10.0;9033.0;B;1845.0;5525.0;27.598;33.71
-116.24;104100.0;566.0;14.0;2774.0;B;505.0;1530.0;30.682;33.73
-116.22;69400.0;858.0;26.0;4120.0;B;815.0;2918.0;33.107;33.74
-116.21;68200.0;;22.0;894.0;B;202.0;830.0;30.673;33.75
-116.21;68900.0;714.0;28.0;2488.0;B;676.0;2891.0;23.169;33.72
-116.22;68500.0;352.0;38.0;1695.0;B;305.0;1279.0;21.217;33.73
-116.23;72100.0;221.0;29.0;1133.0;B;239.0;918.0;28.648;33.73
-116.21;82200.0;787.0;19.0;3114.0;B;772.0;3157.0;17.083;33.71
-116.22;58800.0;258.0;28.0;826.0;B;245.0;979.0;17.172;33.72
-116.2;60600.0;625.0;26.0;2399.0;B;535.0;2654.0;22.989;33.7
-116.23;76900.0;1326.0;32.0;4981.0;B;1186.0;3779.0;17.805;33.72
-116.23;90000.0;1349.0;17.0;4874.0;B;1243.0;5032.0;2.444;33.71
-116.15;112500.0;54.0;22.0;197.0;B;70.0;331.0;29.286;33.69
-116.11;84700.0;354.0;20.0;1273.0;B;355.0;1548.0;20.871;33.64
-116.15;65400.0;499.0;10.0;1711.0;B;443.0;1896.0;16.557;33.64
-116.2;96300.0;273.0;23.0;1152.0;B;235.0;1077.0;2.5;33.63
-116.21;100900.0;295.0;19.0;1596.0;B;282.0;1201.0;38.846;33.66
-116.21;100000.0;176.0;34.0;584.0;B;166.0;625.0;15.809;33.68
-116.25;366700.0;189.0;16.0;926.0;B;118.0;238.0;30.114;33.68
-116.26;382400.0;1222.0;3.0;7437.0;B;302.0;574.0;102.948;33.65
-116.17;58600.0;512.0;13.0;1713.0;B;442.0;1978.0;21.287;33.53
-116.12;100000.0;820.0;17.0;2421.0;B;685.0;2971.0;1.654;33.53
-116.01;66400.0;958.0;24.0;2985.0;B;905.0;4042.0;17.344;33.51
-115.84;68900.0;379.0;20.0;1660.0;B;250.0;637.0;20.347;33.49
-116.16;61400.0;277.0;12.0;1230.0;B;260.0;1334.0;22.679;33.68
-116.17;65900.0;800.0;18.0;3585.0;B;788.0;3873.0;25.714;33.67
-116.17;47500.0;203.0;22.0;639.0;B;153.0;664.0;19.306;33.66
-116.19;67500.0;476.0;16.0;1859.0;B;477.0;1994.0;17.297;33.67
-116.18;66700.0;654.0;25.0;2888.0;B;660.0;2940.0;22.141;33.67
-116.18;155000.0;19.0;17.0;89.0;B;21.0;79.0;2.375;33.69
-116.19;74000.0;1346.0;11.0;5692.0;B;1273.0;5682.0;25.383;33.69
-116.08;76100.0;89.0;16.0;381.0;B;75.0;182.0;2.425;33.86
-115.22;53500.0;397.0;18.0;1706.0;B;283.0;3424.0;1.625;33.54
-114.67;27500.0;24.0;17.0;97.0;B;15.0;29.0;12.656;33.92
-115.58;71700.0;282.0;21.0;1161.0;B;186.0;724.0;31.827;33.88
-114.98;71300.0;129.0;15.0;644.0;B;52.0;137.0;32.097;33.82
-114.49;87500.0;635.0;17.0;2809.0;B;45.0;83.0;16.154;33.97
-114.65;94900.0;322.0;28.0;1678.0;B;256.0;666.0;29.653;33.6
-114.68;44400.0;360.0;20.0;1491.0;B;303.0;1135.0;16.395;33.49
-114.56;85700.0;174.0;17.0;720.0;B;117.0;333.0;16.509;33.69
-114.57;73400.0;337.0;14.0;1501.0;B;226.0;515.0;31.917;33.64
-114.57;65500.0;326.0;20.0;1454.0;B;262.0;624.0;1.925;33.57
-114.57;45000.0;35.0;27.0;173.0;B;34.0;117.0;20.833;33.52
-114.59;58400.0;1175.0;34.0;4789.0;B;1056.0;3134.0;21.782;33.61
-114.61;61500.0;261.0;16.0;1187.0;B;242.0;1115.0;21.759;33.62
-114.6;86500.0;801.0;16.0;3741.0;B;824.0;2434.0;26.797;33.62
